ae_indep_qiskit_2.qasm,ae_indep_qiskit_3.qasm,ae_indep_qiskit_4.qasm,ae_indep_qiskit_5.qasm,ae_indep_qiskit_6.qasm,ae_indep_qiskit_7.qasm,ae_indep_qiskit_8.qasm,dj_indep_qiskit_2.qasm,dj_indep_qiskit_3.qasm,dj_indep_qiskit_4.qasm,dj_indep_qiskit_5.qasm,dj_indep_qiskit_6.qasm,dj_indep_qiskit_7.qasm,dj_indep_qiskit_8.qasm,ghz_indep_qiskit_2.qasm,ghz_indep_qiskit_3.qasm,ghz_indep_qiskit_4.qasm,ghz_indep_qiskit_5.qasm,ghz_indep_qiskit_6.qasm,ghz_indep_qiskit_7.qasm,ghz_indep_qiskit_8.qasm,graphstate_indep_qiskit_3.qasm,graphstate_indep_qiskit_4.qasm,graphstate_indep_qiskit_5.qasm,graphstate_indep_qiskit_6.qasm,graphstate_indep_qiskit_7.qasm,graphstate_indep_qiskit_8.qasm,grover-noancilla_indep_qiskit_2.qasm,grover-noancilla_indep_qiskit_3.qasm,grover-noancilla_indep_qiskit_4.qasm,grover-noancilla_indep_qiskit_5.qasm,qaoa_indep_qiskit_3.qasm,qaoa_indep_qiskit_4.qasm,qaoa_indep_qiskit_5.qasm,qaoa_indep_qiskit_6.qasm,qaoa_indep_qiskit_7.qasm,qaoa_indep_qiskit_8.qasm,qft_indep_qiskit_2.qasm,qft_indep_qiskit_3.qasm,qft_indep_qiskit_4.qasm,qft_indep_qiskit_6.qasm,qft_indep_qiskit_7.qasm,qft_indep_qiskit_8.qasm,qnn_indep_qiskit_2.qasm,qnn_indep_qiskit_3.qasm,qnn_indep_qiskit_4.qasm,qnn_indep_qiskit_5.qasm,qnn_indep_qiskit_6.qasm,qnn_indep_qiskit_7.qasm,qnn_indep_qiskit_8.qasm,qpeexact_indep_qiskit_2.qasm,qpeexact_indep_qiskit_3.qasm,qpeexact_indep_qiskit_4.qasm,qpeexact_indep_qiskit_5.qasm,qpeexact_indep_qiskit_6.qasm,qpeexact_indep_qiskit_7.qasm,qpeexact_indep_qiskit_8.qasm,qwalk-noancilla_indep_qiskit_3.qasm,qwalk-noancilla_indep_qiskit_4.qasm,realamprandom_indep_qiskit_2.qasm,realamprandom_indep_qiskit_3.qasm,realamprandom_indep_qiskit_4.qasm,realamprandom_indep_qiskit_5.qasm,realamprandom_indep_qiskit_6.qasm,realamprandom_indep_qiskit_7.qasm,realamprandom_indep_qiskit_8.qasm,su2random_indep_qiskit_2.qasm,su2random_indep_qiskit_3.qasm,su2random_indep_qiskit_4.qasm,su2random_indep_qiskit_5.qasm,su2random_indep_qiskit_6.qasm,su2random_indep_qiskit_7.qasm,su2random_indep_qiskit_8.qasm,twolocalrandom_indep_qiskit_2.qasm,twolocalrandom_indep_qiskit_3.qasm,twolocalrandom_indep_qiskit_4.qasm,twolocalrandom_indep_qiskit_5.qasm,twolocalrandom_indep_qiskit_6.qasm,twolocalrandom_indep_qiskit_7.qasm,twolocalrandom_indep_qiskit_8.qasm,vqe_indep_qiskit_3.qasm,vqe_indep_qiskit_4.qasm,vqe_indep_qiskit_5.qasm,vqe_indep_qiskit_6.qasm,vqe_indep_qiskit_7.qasm,vqe_indep_qiskit_8.qasm,wstate_indep_qiskit_2.qasm,wstate_indep_qiskit_3.qasm,wstate_indep_qiskit_4.qasm,wstate_indep_qiskit_5.qasm,wstate_indep_qiskit_6.qasm,wstate_indep_qiskit_7.qasm,wstate_indep_qiskit_8.qasm
2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,3,4,5,6,7,8,2,3,4,5,3,4,5,6,7,8,2,3,4,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,3,4,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,3,4,5,6,7,8,2,3,4,5,6,7,8
25,81,132,250,336,442,594,15,21,37,54,64,82,162,17,23,33,41,50,54,58,42,42,94,112,79,97,7,109,626,2198,162,144,165,201,154,143,25,65,139,325,423,499,41,173,354,541,807,1033,1008,15,34,74,240,300,376,688,910,2948,37,153,375,570,946,1061,1499,41,167,383,565,940,1130,1671,37,163,375,581,1016,1004,1584,53,61,63,79,85,102,25,50,63,71,82,96,104
38,118,192,357,528,833,1147,24,42,71,129,176,236,299,31,47,64,89,112,114,124,68,103,169,230,203,248,12,150,846,3497,241,297,404,505,521,646,35,99,208,564,813,1091,74,269,519,922,1481,2110,2836,29,51,125,343,519,794,1247,1383,4380,61,298,554,1053,1792,2500,3580,74,322,592,1073,1858,2422,3708,61,319,554,1065,1879,2464,3694,103,142,176,234,258,331,41,83,138,183,219,260,296
0.9975447843634001,0.9921706339381214,0.943154813510508,0.8910289975084688,0.7602524363509793,0.828439088239232,0.635849006803556,0.9983574331684897,0.9974465640210654,0.9664807007796389,0.9740939420383791,0.9254987534276952,0.9371643366121306,0.9550833097734438,0.9984238104378992,0.9880318494933575,0.9899226481743205,0.9788603046524691,0.9778721229010818,0.9849407997797407,0.9926416223245058,0.9960713334300615,0.9694844711219114,0.9393385818546819,0.9782008471721321,0.9054184458394533,0.8943089297932736,0.9995076686611102,0.9866429587820749,0.5990507484849246,0.4201287993751629,0.9804539075392882,0.8986763860198915,0.8741153773802816,0.9429047164949138,0.6402962944544439,0.866519290347387,0.9982746476936646,0.9940663989422743,0.8963144773253215,0.9431668031544658,0.8779791050374506,0.8535482122596386,0.994297532039943,0.8180624861220247,0.7559917016328673,0.7624890523248827,0.4911469071405617,0.6077838312034406,0.7685537214965802,0.9986126423968255,0.9971444776598605,0.9497825476774072,0.8974766576289317,0.7872047754930525,0.7996045982820441,0.7580218327764253,0.8998743142444077,0.32000319495231194,0.9942347217121417,0.8307862130132672,0.7604342488637527,0.7581090683769378,0.4806217618373667,0.5816597966948216,0.32207417040325864,0.994355680174661,0.8348942817867739,0.7608575196881547,0.7427611244977739,0.46325348333518507,0.5800404834731919,0.30973731801345655,0.9939259009055557,0.8364358897764889,0.7604342488637527,0.7435274526464848,0.4674245982609804,0.5433470692272363,0.32007315572476225,0.9908309150626274,0.9648969442740734,0.9500501442198963,0.9522601723901549,0.9534161566540762,0.9447920005774629,0.9973144118291745,0.9943321343772724,0.9728101169919421,0.9600549599556777,0.959548694378022,0.9624194569841521,0.9610799135222945
0.965968719003184,0.798576538199792,0.5526741570341199,0.268532714463856,0.1162695665237779,0.03712678974903504,0.006140503819822443,0.9904144447560839,0.9685738943257529,0.8966393626028577,0.7762620506014257,0.6150407872953183,0.5333615223749079,0.37303832829716027,0.9821150341029851,0.9369241687943894,0.887874087824512,0.8309251770566133,0.7822141204588684,0.7239534695525225,0.6721635693460303,0.9025610731949395,0.7926565261111411,0.614045871599745,0.5499802942030296,0.5013738974184959,0.45045124543504744,0.997203678873907,0.767978004220916,0.07571237543532032,0.00010698325365879807,0.633208318530586,0.4819113115559594,0.2928594423255244,0.2532057519837873,0.15079403876062,0.15513798284082964,0.9655651434785923,0.8362807146491825,0.5084257218118667,0.13903424534240028,0.04245960866879895,0.012314170400146563,0.9475486949477171,0.5039177457197994,0.1954494349753656,0.05082287208911846,0.0043222939176850396,0.00037190506547439095,7.774675105193572e-05,0.9906676235253113,0.9492502866714368,0.749598835772193,0.33180497817551097,0.1646808333950238,0.0749510405456395,0.007004128819857381,0.11820055804800211,0.00013349467251167586,0.9428440935223761,0.5137237474926049,0.20548965294610988,0.050084469408003686,0.003119838814554914,0.0003439262141537223,3.973618431234128e-06,0.9462078113184826,0.5125783163844122,0.20959916745123272,0.05249296463286194,0.003409295301131039,0.0003923581315737288,2.8445370074845436e-06,0.9425512352394295,0.5003145241819718,0.20548965294610988,0.04937605907236913,0.0023546722061961274,0.00036104185105353297,2.986276063345106e-06,0.8829793783428757,0.7805055792987738,0.7083000409348403,0.6285509159071596,0.5211016230630608,0.43372043793266696,0.9635285392378201,0.8943360834143876,0.778102664817126,0.7023610886580952,0.6543152674576675,0.5440813674514721,0.47762057567727517
0.9781246616948815,0.9174110494827588,0.8074424091499537,0.6690219653252787,0.5142859273637377,0.40092273559608393,0.24496775224157896,0.9887994040738841,0.9802311692196306,0.9563673306984535,0.9241168999510166,0.8715719098348313,0.7406511476170902,0.7951840119076118,0.9907919348602456,0.9821851831995955,0.9716489986208379,0.9571725980295935,0.9425631694142044,0.9301830368018289,0.911824263558347,0.9613552444881376,0.9451346630833366,0.8504292497312831,0.8356300981267379,0.8624039307072838,0.812823476035812,0.9992354397854292,0.908012387900725,0.3179011087038143,0.033933164433980846,0.8388753483934995,0.8150537306670584,0.7190990091348931,0.6157398908340924,0.6692663134882508,0.4901120921592905,0.9782917574818102,0.9328966886406485,0.8039861960027104,0.552374343443108,0.39243304648607075,0.3221106711270481,0.972571227617472,0.8440072594713663,0.5858659321375873,0.3902708861584849,0.1745076064108005,0.08486806317358844,0.043461700881490276,0.9886640298423418,0.9713962082834162,0.9171681281580015,0.6752894301782686,0.5334428971818352,0.46066831224334337,0.24305018586175883,0.42457561168871993,0.019743527306321198,0.9659805545808485,0.8420628233805131,0.6027098404279373,0.4017656248011736,0.17402556875348624,0.10777722342326151,0.02578204426107873,0.9657160723752751,0.8415487741905795,0.6019664472445162,0.40441714057278905,0.16994932940087207,0.09217946445132712,0.026545563275019574,0.9659805545808485,0.8343060547783738,0.6027098404279373,0.3945284943238906,0.15672637555880672,0.08104892831486674,0.02638761129014234,0.9583950183648445,0.9412950294208674,0.9140642209150011,0.8857677588842775,0.8605108566312825,0.8084956381613397,0.9773902923077759,0.9595492943100137,0.942396521012935,0.9151678435159969,0.8875289349250542,0.8616456361928,0.8125061797726537
0.9471633166683252,0.7384041766024201,0.47314878367588137,0.2016256315867355,0.07865256194490572,0.017967493713654165,0.0023656959471157336,0.980932459883539,0.9518568263778114,0.8872568206689675,0.7364350077470712,0.5792036689665602,0.42152140047265696,0.31058454425406035,0.9746078215697327,0.9313799315713587,0.8714842214461179,0.812515132865514,0.7539699754942666,0.6837052916908091,0.6174383965226595,0.8711040987384471,0.7727479717956769,0.5559258184137369,0.46982180453149647,0.47755468410725443,0.409408130570508,0.9969320775197238,0.7067739502531544,0.040178646223815624,8.640874759086778e-06,0.5417723818819319,0.43706902556316385,0.24092349847823674,0.16534956221730032,0.15761667104963245,0.08774761530468478,0.9462370133902411,0.7848203201520363,0.45605339684934176,0.08142668903343361,0.018978303113252798,0.004647102102719255,0.9268438950883505,0.5198994487329617,0.1514661671024738,0.026013078177138726,0.0015357384009003039,5.1931066558256954e-05,4.396577551074866e-06,0.9807981626970678,0.924738741319209,0.7238584902995194,0.24966041482840962,0.11159462392938185,0.04318080389135436,0.002245785989080002,0.05576898177976912,8.236341866447473e-06,0.9160503455115855,0.5206967357850616,0.16286830336981908,0.026542642719763625,0.0011296444881033901,6.372696313995086e-05,3.1808824080007554e-07,0.91895496693576,0.516663801920899,0.16582824367397928,0.02858126786234916,0.0012507352259616728,6.235316925643751e-05,2.4378669514093073e-07,0.9160503455115854,0.4990405623676927,0.16286830336981908,0.026199788820348086,0.0007895160885395449,5.3855181636153463e-05,2.4619587914573377e-07,0.8540741156317382,0.7614139795850647,0.6814711086884641,0.584661789151921,0.4703230597933343,0.37115162071192515,0.9442793861619678,0.8630512160342716,0.7537763346684307,0.6695223812045631,0.6052050675847461,0.48711124094209995,0.40378501710862846
"(0.8496096361735677, 0.9584310130560845)","(0.0, 0.8458978590504089)","(0.0, 0.6607441102186288)","(0.0, 0.4554574292745328)","(0.0, 0.27249380149202224)","(0.0, 0.16830084597994763)","(0.0, 0.06425084704360585)","(0.9674011661499922, 0.9787945006747582)","(0.9114394070714046, 0.962489421068603)","(0.7482868455380178, 0.9183916319713986)","(0.0019405229003357637, 0.8594916764917009)","(1.4108657884293193e-07, 0.7671183893836792)","(0.0, 0.5588604606740631)","(0.0, 0.643084936195683)","(0.9735057159713798, 0.9828032747098564)","(0.9200793084925805, 0.9668001096601284)","(0.8266403907604806, 0.9467515934801526)","(0.681048133398063, 0.9201574498157352)","(0.5063448434138834, 0.8934578803506851)","(0.34288546470899556, 0.8700930222605544)","(0.1804999146036033, 0.8372256727081135)","(0.45797811524386306, 0.9268699739812931)","(0.19740672097984804, 0.8973192113982761)","(1.713448424440737e-51, 0.7312949926138318)","(0.0, 0.7059015968152449)","(8.555481786165046e-08, 0.7537427413839306)","(1.2985684321558113e-51, 0.6710013658725508)","(0.9992354397854291, 0.9992354397854291)","(0.0, 0.8304813135644442)","(0.0, 0.10672678430943272)","(0.0, 0.0013836390851796646)","(0.0, 0.711712417324034)","(0.0, 0.6741504567376986)","(0.0, 0.5273545364982981)","(0.0, 0.3895819535655999)","(0.0, 0.46067745289534007)","(0.0, 0.2504594079677787)","(0.8519348731912559, 0.9585947445216276)","(1.4672760037356714e-11, 0.8742169978306624)","(0.0, 0.6573295437584934)","(0.0, 0.31382346591758375)","(0.0, 0.16086492621682177)","(0.0, 0.10990773382394213)","(0.5633677598081124, 0.9492351545948023)","(0.0, 0.7213223785942452)","(0.0, 0.3593508601880856)","(0.0, 0.15961986819871934)","(0.0, 0.0332344671890557)","(0.0, 0.008131938752057357)","(0.0, 0.002244679748906397)","(0.9672687215015418, 0.9786604961913203)","(0.7476430387170139, 0.9461238554049353)","(3.5593871625471384e-76, 0.8454533749249175)","(0.0, 0.46327427522268616)","(0.0, 0.29291717327046496)","(0.0, 0.22077857985160218)","(0.0, 0.06316027544605818)","(0.0, 0.19259000968750387)","(0.0, 0.0005278010704684391)","(0.48971775520009314, 0.936954190446301)","(0.0, 0.7192256134371691)","(0.0, 0.3812719563003743)","(0.0, 0.17041317681695184)","(0.0, 0.033669129530795504)","(0.0, 0.013203890082116424)","(0.0, 0.0008114133338049565)","(0.4873098687219631, 0.936697655560961)","(0.0, 0.7187865519637233)","(0.0, 0.3808016885955331)","(0.0, 0.17263442525771555)","(0.0, 0.03220496285434734)","(0.0, 0.009768272741799098)","(0.0, 0.0008611770706415572)","(0.48971775520009314, 0.936954190446301)","(0.0, 0.7067123075969254)","(0.0, 0.3812719563003743)","(0.0, 0.1645145442206017)","(0.0, 0.02737853395835426)","(0.0, 0.007574621354995529)","(0.0, 0.0008506617735428401)","(0.45538049462526975, 0.924015935658201)","(0.12361623945313836, 0.8936738292272053)","(0.005361061864996791, 0.8447350000463204)","(5.200457064463499e-06, 0.7958791074748379)","(2.639685551384087e-10, 0.7529235739831814)","(2.3177150144187715e-19, 0.6711024865458083)","(0.846714234910586, 0.9577114295273123)","(0.4636508956006284, 0.9251288059747671)","(0.11492518237421655, 0.8947195950903805)","(0.0030349068367550957, 0.8457549159521965)","(6.6238909124322175e-06, 0.7974615575035057)","(2.7189382976231263e-10, 0.7539164752075611)","(4.2075627214029136e-22, 0.6744314895987735)"
"(0.8227162777770257, 0.9280930464946832)","(0.0, 0.6808447668621695)","(0.0, 0.3871858457373728)","(0.0, 0.13726289508850414)","(0.0, 0.04167396862542524)","(0.0, 0.007542461735554717)","(0.0, 0.0006204815411781857)","(0.9597044675552912, 0.9710071560638084)","(0.8850563506783121, 0.9346286412111676)","(0.694212972577803, 0.8520253812066407)","(0.0015464158238182697, 0.6849347300858358)","(9.375917601939707e-08, 0.5097890152826821)","(0.0, 0.3180601890782646)","(0.0, 0.251177386408762)","(0.9576039648146497, 0.9667496523694253)","(0.8724865921846208, 0.916790677950438)","(0.7414241751706184, 0.8491534252781019)","(0.5781213500416452, 0.7810940828574674)","(0.4050325978869726, 0.7146899412289022)","(0.25202846901125225, 0.6395377899258844)","(0.12222484342586734, 0.5669242391809024)","(0.41498355119896646, 0.8398562736947393)","(0.16140096138084614, 0.733653761464226)","(1.1200816740110124e-51, 0.47804772401604434)","(0.0, 0.3968836962441522)","(4.737583232519129e-08, 0.4173837385742552)","(6.540712588908574e-52, 0.33797426244617346)","(0.9969320775197238, 0.9969320775197238)","(0.0, 0.6464257166759543)","(0.0, 0.013488904542857066)","(0.0, 3.523353110811626e-07)","(0.0, 0.4596465163590891)","(0.0, 0.3615102564688091)","(0.0, 0.17668234590447884)","(0.0, 0.10461756080570284)","(0.0, 0.10849260614139958)","(0.0, 0.04484120292354064)","(0.8240203434674002, 0.9271853934889065)","(1.2343789371588239e-11, 0.7354547105527343)","(0.0, 0.3728638287211066)","(0.0, 0.04626139152550507)","(0.0, 0.007779526615738902)","(0.0, 0.0015856427828710412)","(0.536879926159116, 0.9046050130381564)","(0.0, 0.444326873710521)","(0.0, 0.09290435652927467)","(0.0, 0.010639287370238776)","(0.0, 0.00029247692146750604)","(0.0, 4.975961943622872e-06)","(0.0, 2.2707138453472928e-07)","(0.9595730766439823, 0.9708742177276479)","(0.7117327375623475, 0.9006802535551692)","(2.809182459324412e-76, 0.6672589079396753)","(0.0, 0.17127655574424347)","(0.0, 0.06127737751550326)","(0.0, 0.02069470876683143)","(0.0, 0.0005836015354617698)","(0.0, 0.025297140121892932)","(0.0, 2.201810237050796e-07)","(0.46440491656569555, 0.8885243143008071)","(0.0, 0.4447392983177848)","(0.0, 0.10302987022916933)","(0.0, 0.011258345134008672)","(0.0, 0.00021855493342808153)","(0.0, 7.807250825737894e-06)","(0.0, 1.0010883438803961e-08)","(0.4637137530469108, 0.891341655915123)","(0.0, 0.4412946748860566)","(0.0, 0.10490231722538618)","(0.0, 0.012200548037022193)","(0.0, 0.00023701112346085352)","(0.0, 6.607575420814599e-06)","(0.0, 7.908798536605833e-09)","(0.46440491656569555, 0.8885243143008071)","(0.0, 0.4227203019748253)","(0.0, 0.10302987022916933)","(0.0, 0.010925057070572603)","(0.0, 0.0001379205826950063)","(0.0, 5.033164748503479e-06)","(0.0, 7.936657126341909e-09)","(0.40581251547674696, 0.823437181907893)","(0.09999323260132767, 0.7228931689797203)","(0.0039968841239947615, 0.6297834264350304)","(3.432624975588221e-06, 0.5253296908334019)","(1.4427534247266179e-10, 0.41151987377892835)","(1.0639806120737872e-19, 0.3080793065399001)","(0.8180302222033925, 0.92526718130077)","(0.4170233583999889, 0.8320922601052908)","(0.09192296533313375, 0.7156419213202853)","(0.0022202900445799614, 0.6187409765931988)","(4.516824398148825e-06, 0.5437882155874734)","(1.5370882791819204e-10, 0.4262090752617424)","(2.091000447433745e-22, 0.3351670883813307)"
"(0.969766534340799, 0.9781911175225622)","(0.8883602612110517, 0.9182515676939568)","(0.744920115256878, 0.8115317011245377)","(0.5780303763413548, 0.679948049166106)","(0.40342512292036925, 0.5358096198272047)","(0.2862785965249321, 0.42483005359727055)","(0.14608013098603895, 0.28242262956496605)","(0.9843640904425967, 0.9888126816332655)","(0.9726063402386185, 0.9802671226760064)","(0.9396169141376176, 0.9565376206660511)","(0.896193158889516, 0.9245237912372055)","(0.8269464227287125, 0.8725072821201528)","(0.6613647883065503, 0.7442282857452479)","(0.7282252342238746, 0.7972197830473665)","(0.9869737517893198, 0.9908015058816297)","(0.97488125122032, 0.9822154840037136)","(0.9605570862344054, 0.9717074320603163)","(0.9405440487765806, 0.9572797995629205)","(0.9206234858955253, 0.942716628115986)","(0.904552200295219, 0.9303795998764941)","(0.8799931965758936, 0.9120957638435105)","(0.9469520770978201, 0.9615262220532814)","(0.9246900387676226, 0.9453877453689367)","(0.7995251050800364, 0.8525952379110372)","(0.781211957241789, 0.8374096403858787)","(0.8134634116667763, 0.8636285806969706)","(0.7504912743175107, 0.8151016571005291)","(0.9984713058118173, 0.9992355190016813)","(0.874954219630399, 0.9090938060707371)","(0.2086467140376898, 0.3864745442347015)","(0.009673101350115641, 0.11093150931085659)","(0.7850835127616742, 0.842248749128128)","(0.7537790750957543, 0.8183237827562934)","(0.6356436754166498, 0.7250643510822099)","(0.5140817249863403, 0.6263673123902366)","(0.5743259897012306, 0.6753178821959259)","(0.3753541073797284, 0.5023946116850628)","(0.9700979268425628, 0.9783569964627512)","(0.9087550582581643, 0.9334501701204259)","(0.7390668449804052, 0.8084609226747504)","(0.4444363821999357, 0.5699384388087748)","(0.27866245657148747, 0.4174271178867795)","(0.21215373631595114, 0.3516110970126226)","(0.9613131151542998, 0.9726890513154027)","(0.7908785233764644, 0.847155240593854)","(0.47513051176563226, 0.6072912209779083)","(0.27606811732852277, 0.426788548292265)","(0.091716695655094, 0.23095920601028816)","(0.03425420834865478, 0.13059992089498737)","(0.013562557768498674, 0.07310791305975434)","(0.9840945564365033, 0.9886780507825871)","(0.9603146922563037, 0.9714868469916133)","(0.8880515292120317, 0.9178893200691676)","(0.5859028237479992, 0.6857469780398495)","(0.42387064872695174, 0.5528629929444756)","(0.3461826753771046, 0.47864745716995055)","(0.14472096070713203, 0.28065903065163583)","(0.3051074694067415, 0.47389089305752374)","(0.004331557402543222, 0.12152140010273285)","(0.9522584169692566, 0.9661614696019358)","(0.787554972843977, 0.8452389848527194)","(0.4926271742580313, 0.6221350229645469)","(0.2855797535870794, 0.43710028743320106)","(0.09027470946303626, 0.23114635844717543)","(0.046955567189631245, 0.1495980258367902)","(0.006629579812362916, 0.06060119828560165)","(0.9517370024054715, 0.9659005952229262)","(0.7865936584703621, 0.8447639389255909)","(0.4914125214150848, 0.6214680330987742)","(0.28813946683119324, 0.43955137241894304)","(0.08729015348925469, 0.2265156130919355)","(0.037796007053114214, 0.13861172516058623)","(0.006888965715393525, 0.06530420863123051)","(0.9522584169692566, 0.9661614696019358)","(0.7773946888932632, 0.8378321351227297)","(0.4926271742580313, 0.6221350229645469)","(0.27852362369468986, 0.4309042812265743)","(0.07836457953340994, 0.21656229550478506)","(0.03176729637949448, 0.12993155861297526)","(0.006836123762998686, 0.06182381957709961)","(0.9411288687411072, 0.9586002112796643)","(0.9171915926361378, 0.9415942620995282)","(0.8805428857857716, 0.9145779206014625)","(0.8424842142746742, 0.886485402424032)","(0.8092932161133103, 0.8614397330408559)","(0.739834553624218, 0.810093549928304)","(0.9683107594210444, 0.9774638266128997)","(0.9433973513414216, 0.9597415628136754)","(0.9193395809829679, 0.9426816430691323)","(0.8826706321426875, 0.9156656477838234)","(0.8458380598463932, 0.8882215878082615)","(0.8114292858210501, 0.862550596673312)","(0.7471939040616529, 0.8140202351732173)"
